AI_FEARS_US_TITLE1;$TAG_0_0_UPPER$ FEARS OUR MIGHT!;;$TAG_0_0_upper$ FÜRCHTET UNSERE MACHT!;;¡$TAG_0_0_UPPER$ LE TEME A NUESTRA FUERZA!;;;;;;;;x;
dino_fake_1880_6;In the town of Bernissart an enormous quantity of these dinosaurians was discovered. Dr. Dollo studied them and concluded the animal was a biped, like Dr. Mantell proposed many years ago.;;Enorme Anzahl dieser Dinosaurier in der Stadt Bernissart entdeckt. Dr. Dollo kommt in Studien zu dem Schluss, dass das Tier zweibeinig lief, wie Dr. Mantell vor einigen Jahren vermutete.;;Se descubrió una enorme cantidad de estos dinosaurios en la ciudad de Bernissart. El Dr. Dollo los estudió y concluyó que el animal era un bípedo, como lo propuso el Dr. Mantell hace muchos años.;;;;;;;;;x
dino_fake_1880_title_7;The Classification of Dinosauria;;Die Klassifizierung von Dinosauria;;La Clasificación de los Dinosaurios;;;;;;;;;x
dino_fake_1880_7;After some previous classifications, Prof. Seeley has now proposed that dinosaurians should be classified according to their pelvis. Two groups then emerge, Saurischia and Ornitischia.;;Nach vorhergehenden Klassifizierungen schlug Prof. Seeley nun vor, Dinosaurier aufgrund ihres Beckenbaus einzuordnen. Dies führt zu zwei Gruppen: Saurischia und Ornitischia.;;Después de algunas clasificaciones anteriores, el profesor Seeley ha propuesto que los dinosaurios deberían clasificarse de acuerdo a sus pelvis. Esto se traduce en dos grupos: Saurischia y Ornitischia.;;;;;;;;;x
dino_fake_1880_title_8;News on Stegosaurus;;Neues vom Stegosaurus;;Noticias del Stegosaurus;;;;;;;;;x
dino_fake_1880_8;After more material has been found for Stegosaurus Prof. Marsh now thinks the animal is instead a new unusual kind of dinosaur.;;Mit dem Fund weiteren Materials glaubt Prof. Marsh nun, dass der Stegosaurus eine neue, ungewöhnliche Dinosaurierart ist.;;Con el descubrimiento de más material el Prof. Marsh cree ahora que el Stegosaurus es un nuevo tipo de dinosaurio.;;;;;;;;;x
dino_fake_1880_title_9;Sauropods;;Sauropoden;;Saurópodos;;;;;;;;;x
dino_fake_1880_9;This new group of dinosaurs exceeds by far the size of the largest land animals known. Atlantosaurus, Titanosaurus, Morosaurus, Apatosaurus and Diplodocus are some of them.;;Diese neue Dinosaurier-Gruppe überragt alle bekannten Landtiere bei Weitem in Körpergröße. Atlantosaurus, Titanosaurus, Morosaurus, Apatosaurus und Diplodocus sind einige von ihnen.;;Este nuevo grupo de dinosaurios supera, por mucho, el tamaño de todos los animales terrestres conocidos. El Atlantosaurus, Titanosaurus, Morosaurus, Apatosaurus y Diplodocus son algunos de ellos.;;;;;;;;;x
dino_fake_1880_title_10;Ceratops;;Ceratops;;Ceratops ;;;;;;;;;x
dino_fake_1880_10;A new kind of horned dinosaur was discovered by Prof. Marsh. This animal shows that the diversity of these great saurians is bigger than suspected.;;Neue Art gehörnter Dinosaurier von Prof. Marsh entdeckt. Das Tier beweist, dass die Artenvielfalt dieser riesigen Saurier größer ist als angenommen.;;Una nueva especie de dinosaurio con cuernos fue descubierta por el profesor Marsh. Este animal muestra que la biodiversidad de estos grandes saurios es mayor que la sospechaba.;;;;;;;;;x
dino_fake_1880_title_11;Allosaurus;;Allosaurus;;Allosaurus;;;;;;;;;x
dino_fake_1880_11;This big carnivorous dinosaur surely did come out from some nightmare. The skull with its big teeth is terrifying, Prof. Marsh reports.;;Dieser große, fleischfressende Dinosaurier entsprang sicher einem Albtraum. Der Schädel mit seinen riesigen Zähnen ist angsteinflößend, sagt Prof. Marsh.;;Este gran dinosaurio carnívoro seguramente salió de alguna pesadilla. El cráneo con sus grandes dientes es terrorífico, informa el Prof. Marsh.;;;;;;;;;x
dino_fake_1880_title_12;Ceratosaurus;;Ceratosaurus;;Ceratosaurus;;;;;;;;;x
dino_fake_1880_12;The discovery of ankylosed (fused) metatarsal bones of a dinosaur called Ceratosaurus brings birds and dinosaurs closer together, O.C. Marsh says.;;Die Entdeckung ankylosierter (verschmolzener) Mittelfußknochen eines Dinosauriers namens Ceratosaurus bringt Vögel und Dinosaurier, laut O.C. Marsh, näher zusammen.;;El descubrimiento de los huesos metatarsianos anquilosados (fusionados) de un dinosaurio llamado Ceratosaurus, acerca más a las aves y los dinosaurios, afirma O.C. Marsh. ;;;;;;;;;x
dino_fake_1880_title_13;Coelophysis;;Coelophysis;;Coelophysis;;;;;;;;;x
dino_fake_1880_13;Prof. Cope reports on a new species of dinosaur named Coelophysis, which means “hollow form”, a characteristic of the bones of dinosaurians.;;Prof. Cope meldete eine neue Dinosaurierspezies namens Coelophysis, was soviel wie “hohle Form” bedeutet, ein Charaktermerkmal von Dinosaurierknochen.;;"El Prof. Cope informa sobre una nueva especie de dinosaurio llamado Coelophysis, que significa ""huesos huecos"", una característica de los huesos de los dinosaurios.";;;;;;;;;x
dino_fake_1880_title_14;Amphicoelias fragillimus;;Amphicoelias fragillimus;;Amphicoelias;;;;;;;;;x
dino_fake_1880_14;Prof. Cope described a new species of dinosaur named Amphicoelias fragillimus. The dimensions of the vertebra and the femur are so big that the true size of the beast should remain unknown.;;Prof. Cope beschrieb eine neue Dinosaurierspezies namens Amphicoelias fragillimus. Wirbel- und Oberschenkelknochen sind so riesig, dass die wahre Größe dieser Bestie nicht erahnt werden kann.;;El Prof. Cope descubrió una nueva especie de dinosaurio llamado Amphicoelias. Las dimensiones de las vértebras y el fémur son tan grandes que el tamaño real de la bestia sigue sin conocerse.;;;;;;;;;x
dino_fake_1880_title_15;Camarasaurus;;Camarasaurus;;Camarasaurus;;;;;;;;;x
dino_fake_1880_15;A big saurian, this stocky beast, described by E.D. Cope, was fortunately an herbivore, saving our minds from even bigger nightmares.;;Dieses untersetzte Biest war laut Beschreibungen von E.D. Cope ein großer Saurier. Glücklicherweise ein Pflanzenfresser, was uns weitere Albträume erspart.;;Afortunadamente, este gran saurio, esta bestia robusta, como fue descrita por E.D. Cope, resultó ser un herbívoro, ahorrándonos el sufrimiento de más pesadillas. ;;;;;;;;;x 
dino_fake_1890_title_1;Triceratops;;Triceratops;;Triceratops;;;;;;;;;x
dino_fake_1890_1;O.C. Marsh announces that the horned skull of a species he previously believed to be a large and unusual Pliocene mammal, alike to a bison, in fact belongs to a dinosaur he names Triceratops.;;Laut O.C. Marsh gehört gehörnter Schädel, den er erst einem großen, ungewöhnlichen Säugetier, ähnlich dem Bison, zuordnete, in Wirklichkeit zu einem von ihm Triceratops getauften Dinosaurier.;;O.C. Marsh anuncia que el cráneo cornudo de una especie que se creía ser un gran e inusual mamífero del Plioceno, parecido a un bisonte, de hecho pertenece a un dinosaurio que el nombra Triceratops.;;;;;;;;;x
dino_fake_1890_title_2;Warfare of Scientists;;Krieg der Forscher;;La guerra de los científicos;;;;;;;;;x
dino_fake_1890_2;Outraged by the government attempt to confiscate his bone collection, Cope inspires a series of publications in the 'New York Herald' lambasting Marsh and his political allies in the USGS.;;Eine Reihe von Veröffentlichungen im 'New York Herald' attackieren Marsh und seine politischen Verbündeten im USGS, nach dem Versuch der Regierung, Copes Knochensammlung zu konfiszieren.;;"Indignado por el intento del gobierno de confiscar su colección ósea, Cope escribe una serie de publicaciones en el ""New York Herald"" arrementiendo contra Marsh y sus aliados políticos en el USGS.";;;;;;;;;x
dino_fake_1890_title_3;USGS funding cut;;USGS-Finanzierung gekürzt;;Recorte presupuestario en el USGS;;;;;;;;;x
dino_fake_1890_3;In the light of recent reports of fund mishandling and favoritism within the United States Geological Survey, Congress cuts agency's funding, disbanding the Chief Paleontologist's office.;;Nach Meldungen von Fördermittel-Missbrauch und Vetternwirtschaft in der United States Geological Survey, kürzt Kongress die Finanzierung der Behörde und schließt Büro des Chef-Paläontologen.;;"A la luz de los recientes informes de mal manejo de fondos y el favoritismo dentro del ""Servicio Geológico de Estados Unidos"" el congreso recorta la financiación de la agencia, disolviendo la oficina del paleontólogo en jefe.";;;;;;;;;x
dino_fake_1890_title_4;Torosaurus;;Torosaurus;;Torosaurus;;;;;;;;;x
dino_fake_1890_4;This horned dinosaur possessed one the biggest heads of any animal known. The frill of this species is incredibly elongated, much more than in Triceratops.;;Dieser gehörnte Dinosaurier besitzt einen der größten Köpfe unter den bekannten Tieren. Die Nackenkrause dieser Spezies ist unglaublich lang gestreckt, weit mehr als beim Triceratops.;;La cabeza de este dinosaurio cornudo, es una de las más grandes conocidas hasta la fecha. El collar óseo de esta especie es increíblemente alargado, mucho más que el del Triceratops.;;;;;;;;;x
dino_fake_1900_title_1;Cope's Skull;;Copes Schädel;;El cráneo de Cope;;;;;;;;;x
dino_fake_1900_1;Cope is reported to have donated his skull to science following his death, to be compared with Marsh's skull and resolve the conflict by measuring the intellectual prowess of both rivals.;;Laut Berichten spendete Cope nach seinem Tod seinen Schädel der Wissenschaft, um mit Marshs Schädel durch Messung des Intellekts beider Rivalen verglichen zu werden und den Streit beizulegen.;;Se ha informado que Cope ha donado su cráneo a la ciencia después de su muerte, para ser comparado con el cráneo de Marsh y resolver el conflicto mediante la medición de la capacidad intelectual de los dos rivales.;;;;;;;;;x
dino_fake_1900_title_2;Marsh's skull;;Marshs Schädel;;El cráneo de Marsh;;;;;;;;;x
dino_fake_1900_2;Marsh rejects Cope's final challenge, refusing to donate his skull and exacting vengeance by condemning his rival's skull to be forever stored in a crate at the University of Pennsylvania.;;Marsh verweigert sich Copes letzter Herausforderung. Er spendet seinen Schädel nicht und übt Rache an seinem Rivalen, indem er Copes Schädel in einer Kiste in der Universität von Pennsylvania lagern lässt.;;Marsh ha rechazado el desafío final de Cope, negándose a donar su cráneo y vengándose al condenar el cráneo de su rival a estar guardado para siempre en un cajón de la Universidad de Pennsylvania.;;;;;;;;;x 
dino_fake_1920_title_1;Velociraptor;;Velociraptor;;Velociraptor;;;;;;;;;x
dino_fake_1920_1;The new species discovered in Mongolia by Peter Kaisen is believed to have been an intelligent pack hunter. Mr. Kaisen could be heard referring to the recovered specimen as a 'clever girl'.;;Diese von Peter Kaisen in der Mongolei entdeckte, neue Spezies war scheinbar ein intelligenter Rudeljäger. Mr. Kaisen wird mit den Worten 'ein cleveres Mädel' zitiert.;;Se cree que las nuevas especies descubiertas en Mongolia por Peter Kaisen han sido de una manada de cazadores inteligentes. Se oía a Sr. Kaisen referirse al espécimen recuperado como 'chica lista'.;;;;;;;;;x
dino_fake_1930_title_1;Nyasasaurus;;Nyasasaurus;;Nyasasaurus;;;;;;;;;x
dino_fake_1930_1;Fossils of Nyasasaurus discovered near Lake Nyasa in Southern Tanzania by Francis 'Rex' Parrington. Remains are vastly incomplete, but they are claimed to predate any other known dinosaur.;;Nyasasaurus-Fossilien am See Nyasa in Süd-Tansania von Francis 'Rex' Parrington entdeckt. Die Überreste sind sehr unvollständig, sollen aber älter als alle anderen bekannten Dinosaurier sein.;;Fósiles de Nyasasaurus fueron descubiertos cerca del lago Nyasa en el sur de Tanzania por Francisco 'Rex' Parrington. Los restos están muy incompletos, pero se dice que son anteriores a cualquier otro dinosaurio conocido.;;;;;;;;;x 
KEYNAME;TEXT;;TEXT;;TEXTO;;;;;;;x;;
